loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
2016-11-07 07:07:09.620,881,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4027034167,0.637115478515625,0.80084228515625,-0.09820556640625,140489.4016664167,-1.17872868059063,-2.209100113703999,1.287008549455508
2016-11-07 07:07:09.665,882,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4127134167,0.62518310546875,0.81646728515625,-0.0629119873046875,140489.4116754167,-1.048065209079746,-2.37847396323973,1.343149316814923
2016-11-07 07:07:09.666,883,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4227234167,0.62109375,0.8225860595703125,-0.0302276611328125,140489.4216854167,-0.9411992124375909,-2.51701213577787,1.427043418526272
2016-11-07 07:07:09.666,884,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4327334167,0.615478515625,0.8340911865234375,0.013397216796875,140489.4316954167,-0.8464037271201115,-2.598091542533114,1.535449787542929
2016-11-07 07:07:09.666,885,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4427124167,0.6078643798828125,0.8531494140625,0.0626373291015625,140489.4417054167,-0.7304188005894164,-2.611039299120861,1.651307414973518
2016-11-07 07:07:09.667,886,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4527224167,0.6080780029296875,0.885406494140625,0.10748291015625,140489.4517144167,-0.584603274056526,-2.552640437473168,1.76066533144766
2016-11-07 07:07:09.674,887,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4627314167,0.596343994140625,0.906402587890625,0.15081787109375,140489.4617244167,-0.4110285542173035,-2.434597420052059,1.857089339771723
2016-11-07 07:07:09.684,888,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4727414167,0.5925750732421875,0.92938232421875,0.2103118896484375,140489.4717344167,-0.2225252185715329,-2.267560760688982,1.942690261425704
2016-11-07 07:07:09.697,889,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4827514167,0.5987548828125,0.9560546875,0.280364990234375,140489.4817134167,-0.03524933387217979,-2.021724360463767,2.021591468725372
2016-11-07 07:07:09.735,890,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.4927614167,0.612396240234375,0.991973876953125,0.3225860595703125,140489.4917234167,0.1134296234647639,-1.7311580392018,2.092604659192335
2016-11-07 07:07:09.736,891,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5027704167,0.6333160400390625,1.02105712890625,0.3309326171875,140489.5017334167,0.1843051285033697,-1.519349913488964,2.141883525687053
2016-11-07 07:07:09.736,892,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5127804167,0.6665496826171875,1.043792724609375,0.3186187744140625,140489.5117434167,0.1732889626542569,-1.45017590207081,2.164214397743476
2016-11-07 07:07:09.736,893,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5227904167,0.6871490478515625,1.045028686523438,0.3009185791015625,140489.5217524167,0.09955375523712406,-1.534312085125247,2.179110789300834
2016-11-07 07:07:09.744,894,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5327694167,0.6966705322265625,1.0465087890625,0.2992706298828125,140489.5317624167,-0.0060262009146313,-1.759013638939593,2.208235651614159
2016-11-07 07:07:09.754,895,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5427794167,0.6907196044921875,1.0606689453125,0.3148193359375,140489.5417724167,-0.1457140600953585,-2.053995481288911,2.242756344612093
2016-11-07 07:07:09.764,896,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5527894167,0.676910400390625,1.0697021484375,0.3396148681640625,140489.5517824167,-0.3110817164032837,-2.330864099800165,2.268466235459609
2016-11-07 07:07:09.779,897,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5627984167,0.6608734130859375,1.084091186523438,0.3692779541015625,140489.5617614167,-0.4668257737960987,-2.526766762218612,2.262779054951745
2016-11-07 07:07:09.824,898,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5728084167,0.6543426513671875,1.0941162109375,0.4009552001953125,140489.5717714167,-0.5637113079370724,-2.615069194482369,2.215134836734118
2016-11-07 07:07:09.825,899,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5828184167,0.657562255859375,1.090240478515625,0.4344329833984375,140489.5817804167,-0.5708014417071903,-2.584076923612681,2.137514077286559
2016-11-07 07:07:09.825,900,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.5928284167,0.6796417236328125,1.062713623046875,0.4605255126953125,140489.5917904167,-0.5289722357297517,-2.466865345083896,2.076058971971891
2016-11-07 07:07:09.825,901,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.6028374167,0.717620849609375,1.023483276367188,0.47918701171875,140489.6018004167,-0.4737055178401003,-2.265603869919992,2.057478363362517
2016-11-07 07:07:09.826,902,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.6128174167,0.75787353515625,0.9891357421875,0.483184814453125,140489.6118104167,-0.4294829289910076,-2.023940110490713,2.0774576641764
2016-11-07 07:07:09.834,903,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.6228274167,0.7989654541015625,0.9662322998046875,0.470550537109375,140489.6218194167,-0.4048084751753144,-1.781278730917091,2.142523216980889
2016-11-07 07:07:09.844,904,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.6328266667,0.8396148681640625,0.958709716796875,0.4432220458984375,140489.6318196667,-0.3758753604604756,-1.574845396916253,2.2260170455804
2016-11-07 07:07:09.859,905,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.6428366667,0.86712646484375,0.9494476318359375,0.41241455078125,140489.6418296667,-0.3295826964960642,-1.462108461651019,2.309890108319137
2016-11-07 07:07:09.903,906,056ACF6A-281D-4495-A3A6-ECC73F18E70A,140489.6528466667,0.899932861328125,0.9516754150390625,0.393310546875,140489.6518086667,-0.2841286619589188,-1.442003193317575,2.394035079805172
